City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Bonavista,CA,48.6499,-53.1147,36.12,98,100,24.18,snow
461,Wattegama,LK,6.7989,81.4808,71.2,93,100,3.96,overcast clouds
462,Grong,NO,64.4654,12.3149,35.02,98,100,4.79,light snow
463,Moerai,PF,-22.4333,-151.3333,78.22,78,99,13.96,light rain
464,Visconde Do Rio Branco,BR,-21.0103,-42.8406,79.09,83,53,4.14,broken clouds
465,Acajutla,SV,13.5928,-89.8275,87.8,55,9,10.04,clear sky
466,Necochea,AR,-38.5473,-58.7368,82.04,31,100,4.29,light rain
467,Gladstone,AU,-23.85,151.25,73.33,68,75,10.36,broken clouds
468,Gat,IL,31.61,34.7642,56.39,100,100,5.7,overcast clouds
469,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.38,87,100,4.34,overcast clouds
470,Darhan,MN,49.4867,105.9228,-2.18,92,13,5.41,few clouds
471,Mandiana,GN,10.6333,-8.6833,79.14,15,5,5.26,clear sky
472,Khasan,RU,42.4308,130.6434,10.89,58,8,16.78,clear sky
473,Puerto El Triunfo,SV,13.2833,-88.55,84.76,59,18,10.13,few clouds
474,El Seibo,DO,18.7641,-69.0375,87.33,61,8,11.54,clear sky
475,Abu Samrah,SY,35.3029,37.1841,47.77,57,99,4.68,overcast clouds
476,Altamira,BR,-3.2033,-52.2064,87.89,70,40,4.61,scattered clouds
477,Lebanon,US,36.2081,-86.2911,64.92,82,1,5.75,clear sky
478,Mahon,ES,39.8885,4.2658,54.16,87,0,3.44,clear sky
479,Pontianak,ID,-0.0333,109.3333,75.18,100,100,1.14,mist
480,Northam,GB,51.0333,-4.2167,58.01,98,72,23.64,broken clouds
481,Honningsvag,NO,70.9821,25.9704,19.72,81,100,9.55,overcast clouds
482,Kristinehamn,SE,59.3098,14.1081,30.18,95,97,1.5,overcast clouds
483,Pitimbu,BR,-7.4706,-34.8086,84.79,70,5,11.81,clear sky
484,Cap Malheureux,MU,-19.9842,57.6142,77.49,78,16,7.0,few clouds
485,Vardo,NO,70.3705,31.1107,19.38,86,75,13.8,light snow
486,Khammam,IN,17.25,80.15,67.33,86,0,5.82,clear sky
487,Timmins,CA,48.4669,-81.3331,15.62,86,90,9.22,light snow
488,Rafai,CF,4.95,23.9167,75.88,52,100,1.48,overcast clouds
489,Racine,US,42.7495,-88.0751,31.55,69,90,1.01,overcast clouds
490,Zawadzkie,PL,50.605,18.4847,36.61,96,99,4.45,overcast clouds
491,Selenginsk,RU,52.0064,106.8647,-15.63,94,52,5.01,broken clouds
492,Jining,CN,35.405,116.5814,29.37,38,1,3.6,clear sky
493,Pisco,PE,-13.7,-76.2167,75.25,73,40,9.22,scattered clouds
494,Limbang,MY,4.75,115.0,80.91,97,100,1.99,overcast clouds
495,Sibiti,CG,-3.6819,13.3499,70.2,97,100,2.35,light rain
496,Kota Belud,MY,6.351,116.4305,76.86,83,98,7.05,overcast clouds
497,Saint Pete Beach,US,27.7253,-82.7412,84.25,72,0,1.99,clear sky
498,Bandarbeyla,SO,9.4942,50.8122,76.57,64,3,13.62,clear sky
499,Golden,US,39.7555,-105.2211,37.83,40,99,3.0,overcast clouds
500,Bud,US,39.447,-86.1758,48.11,90,100,4.38,overcast clouds
501,Khudumelapye,BW,-23.8833,24.75,79.43,22,19,5.79,few clouds
502,Karimganj,IN,24.8667,92.35,59.97,64,100,3.49,overcast clouds
503,Aasiaat,GL,68.7098,-52.8699,1.35,100,98,4.74,overcast clouds
504,Opuwo,NA,-18.0607,13.84,71.15,27,22,7.72,few clouds
505,Port Hedland,AU,-20.3167,118.5667,82.45,83,75,4.61,broken clouds
506,Teapa,MX,17.55,-92.95,87.57,57,0,3.98,clear sky
507,Kavali,IN,14.9167,79.9833,73.81,75,0,7.47,clear sky
508,Sechura,PE,-5.5569,-80.8222,78.33,60,53,14.9,broken clouds
509,Masoko,TZ,-9.3333,33.75,74.41,47,66,4.81,broken clouds
510,Aklavik,CA,68.2191,-135.0107,-9.4,77,75,12.66,light snow
511,Dunyapur,PK,29.7995,71.7196,51.82,30,69,2.42,broken clouds
512,Shakawe,BW,-18.3667,21.85,72.72,58,92,6.96,overcast clouds
513,Palmer,US,42.1584,-72.3287,40.68,83,100,0.67,overcast clouds
514,Slonim,BY,53.0867,25.3219,18.68,89,100,7.9,overcast clouds
515,Paita,PE,-5.0892,-81.1144,82.96,71,67,15.3,broken clouds
516,Siparia,TT,10.1333,-61.5,85.82,79,20,5.01,few clouds
517,Nhulunbuy,AU,-12.2333,136.7667,84.81,79,40,13.8,scattered clouds
518,Kinsale,IE,51.7075,-8.5306,54.77,100,75,20.71,fog
519,Te Anau,NZ,-45.4167,167.7167,52.56,91,92,4.54,overcast clouds
520,Okakarara,NA,-20.5833,17.4333,76.46,15,0,11.39,clear sky
521,Buinsk,RU,54.95,48.2833,-0.51,93,100,7.9,overcast clouds
522,Dzialdowo,PL,53.2396,20.17,29.43,98,100,8.48,overcast clouds
523,Maningrida,AU,-12.0667,134.2667,79.41,87,96,13.67,overcast clouds
524,Akdagmadeni,TR,39.6603,35.8836,29.75,72,75,4.54,broken clouds
525,Mahwa,IN,27.0471,76.9288,51.55,60,50,3.8,scattered clouds
526,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,84.0,74,40,2.3,scattered clouds
527,Muisne,EC,0.6,-80.0333,84.31,85,100,12.88,overcast clouds
528,The Valley,AI,18.217,-63.0578,82.26,69,75,14.97,broken clouds
529,Salalah,OM,17.0151,54.0924,70.97,78,14,2.77,few clouds
530,Kidal,ML,18.4411,1.4078,69.62,16,0,10.13,clear sky
531,Mitsamiouli,KM,-11.3847,43.2844,81.32,78,100,7.2,overcast clouds
532,Key Largo,US,25.0865,-80.4473,83.01,60,29,6.22,scattered clouds
533,Karanja,IN,20.4833,77.4833,62.94,69,63,8.12,broken clouds
534,Quatre Cocos,MU,-20.2078,57.7625,77.11,76,48,14.79,light rain
535,Los Algarrobos,PA,8.5,-82.4333,87.46,62,20,9.22,few clouds
536,Ewa Beach,US,21.3156,-158.0072,75.43,73,75,15.99,broken clouds
537,Marechal Candido Rondon,BR,-24.5561,-54.0567,97.25,29,41,6.71,scattered clouds
538,Aldan,RU,58.6031,125.3894,-22.86,98,100,2.77,overcast clouds
539,Arroyo,ES,41.6096,-4.7969,54.61,90,40,4.61,mist
540,Vanavara,RU,60.34,102.2797,-5.57,98,100,3.67,light snow
541,Muyezerskiy,RU,63.9333,31.65,16.07,94,98,8.55,light snow
542,Winona,US,43.9666,-91.7668,9.95,70,1,3.44,clear sky
543,Okoneshnikovo,RU,54.8377,75.0834,-8.68,95,66,9.91,broken clouds
544,Taltal,CL,-25.4,-70.4833,69.58,67,8,8.25,clear sky
545,Ust-Tsilma,RU,65.441,52.1498,-10.97,100,55,3.31,broken clouds
546,Fukue,JP,32.6881,128.8419,50.38,61,53,28.59,broken clouds
547,Kaitangata,NZ,-46.2817,169.8464,59.94,70,98,9.17,overcast clouds
548,Fairbanks,US,64.8378,-147.7164,28.36,88,90,3.44,light snow
549,Basco,PH,20.4487,121.9702,74.89,64,87,16.26,overcast clouds
550,Novyy Urgal,RU,51.0736,132.5642,-38.13,100,97,0.94,overcast clouds
551,Avera,US,33.194,-82.5271,76.71,69,98,10.71,light rain
552,Petrov Val,RU,50.1434,45.2096,17.37,95,100,14.83,light snow
553,Nuzvid,IN,16.7833,80.85,67.14,94,0,5.59,clear sky
554,Esfarayen,IR,37.0765,57.5101,33.46,31,100,6.89,overcast clouds
555,Guasdualito,VE,7.2424,-70.7324,86.0,58,40,5.75,scattered clouds
556,Kirakira,SB,-10.4544,161.9205,80.58,84,98,5.14,moderate rain
557,Great Yarmouth,GB,52.6083,1.7305,52.05,80,100,20.69,overcast clouds
558,Virginia Beach,US,36.8529,-75.978,75.24,72,100,7.99,overcast clouds
559,Romans-Sur-Isere,FR,45.0464,5.0562,57.56,91,100,7.87,overcast clouds
560,Depalpur,IN,22.85,75.55,52.2,85,0,8.37,clear sky
561,Iacu,BR,-12.7672,-40.2117,83.57,62,77,1.95,broken clouds
562,Tarko-Sale,RU,64.9225,77.785,-22.59,100,83,6.11,broken clouds
563,Mitu,CO,1.1983,-70.1733,84.56,66,100,1.32,overcast clouds
564,Alyangula,AU,-13.8483,136.4192,82.27,83,84,10.36,broken clouds
565,Shieli,KZ,44.1667,66.75,22.84,71,64,6.33,broken clouds
566,Ojinaga,MX,29.5667,-104.4167,74.57,33,1,4.61,clear sky
567,Sarahan,IN,31.5167,77.8,24.03,32,0,10.85,clear sky
568,Mezen,RU,65.8522,44.24,11.44,96,100,5.39,light snow
569,Raudeberg,NO,61.9875,5.1352,38.07,82,100,6.31,overcast clouds
570,Tarakan,ID,3.3,117.6333,76.5,100,75,0.0,broken clouds
571,Russkaya Polyana,UA,49.417,31.9201,9.99,99,87,3.53,overcast clouds
572,Touros,BR,-5.1989,-35.4608,86.9,66,12,12.84,few clouds
573,Siniscola,IT,40.5719,9.6922,63.95,78,88,16.06,overcast clouds
574,Plettenberg Bay,ZA,-34.0527,23.3716,60.78,80,0,7.11,clear sky
575,Mangai,CD,-4.05,19.5333,72.23,85,100,0.74,overcast clouds
576,Kutum,SD,14.2,24.6667,64.8,28,86,7.9,overcast clouds
577,Olyka,UA,50.7186,25.8125,21.92,92,100,6.2,overcast clouds
578,Inhambane,MZ,-23.865,35.3833,75.18,100,40,3.0,scattered clouds
579,Moanda,GA,-1.5575,13.2178,72.1,94,100,3.31,moderate rain
580,Pangnirtung,CA,66.1451,-65.7125,-2.2,71,20,3.44,few clouds
581,Riyadh,SA,24.6877,46.7219,57.34,44,83,10.6,broken clouds
582,Alofi,NU,-19.0595,-169.9187,76.89,88,24,4.61,light rain
583,Urusha,RU,54.05,122.9,-20.06,89,94,4.12,overcast clouds
584,Nyaunglebin,MM,17.95,96.7333,65.39,73,5,6.71,clear sky
585,San Eugenio,PH,16.3598,120.357,73.22,76,25,5.48,scattered clouds
586,Dalbandin,PK,28.8947,64.4101,52.36,18,100,4.25,overcast clouds
587,General Roca,AR,-39.0333,-67.5833,100.62,7,0,10.13,clear sky
588,Yamada,JP,39.4667,141.95,37.65,85,77,5.03,broken clouds
589,Fergus Falls,US,46.283,-96.0776,-2.83,85,98,2.3,overcast clouds
590,Murray Bridge,AU,-35.1167,139.2667,76.75,59,0,2.42,clear sky
591,Nalut,LY,30.3333,10.85,55.63,46,0,8.25,clear sky
592,Usinsk,RU,65.9939,57.5281,-7.33,96,96,14.72,overcast clouds
593,Mamit,IN,23.9333,92.4833,51.96,81,100,2.35,overcast clouds
594,Estevan,CA,49.1334,-102.9842,-15.79,69,1,12.66,clear sky
595,Gloucester,GB,51.8657,-2.2431,56.46,92,100,1.99,overcast clouds
596,Bosaso,SO,11.2842,49.1816,74.35,74,5,3.4,clear sky
597,Aquiraz,BR,-3.9014,-38.3911,84.29,72,100,11.59,overcast clouds
598,Bilibino,RU,68.0546,166.4372,-13.58,96,100,3.78,overcast clouds
599,La Maddalena,IT,41.2142,9.4083,64.45,87,96,25.61,overcast clouds
600,Isfana,KG,39.8386,69.5306,23.56,34,6,8.75,clear sky
601,Omboue,GA,-1.5746,9.2618,74.77,93,92,4.92,overcast clouds
602,Rudbar,AF,30.15,62.6,55.13,23,100,6.91,overcast clouds
603,Kuusamo,FI,65.9667,29.1833,19.44,93,90,4.61,shower drizzle
604,Samarinda,ID,-0.5,117.15,72.86,98,100,2.33,moderate rain
605,Mahuta,TZ,-10.8667,39.45,71.64,95,100,6.64,overcast clouds
606,Hayden,US,47.766,-116.7866,16.92,78,18,5.99,few clouds
607,Punta Alta,AR,-38.8759,-62.0736,86.77,42,40,19.57,scattered clouds
608,Ventspils,LV,57.3894,21.5606,22.93,93,90,6.91,mist
609,Zunyi,CN,27.6867,106.9072,39.72,80,100,1.36,overcast clouds
610,Nishihara,JP,26.1842,127.7558,63.68,72,90,19.57,overcast clouds
611,Baculin,PH,7.4525,126.5842,77.36,86,100,9.8,overcast clouds
612,Chapleau,CA,47.8405,-83.4034,29.43,95,100,9.53,light snow
613,Matnog,PH,12.5878,124.0875,77.83,83,95,18.28,overcast clouds
614,Biak,ID,-0.9131,122.8766,75.45,81,100,3.13,overcast clouds
615,Mackay,AU,-21.15,149.2,75.18,88,90,27.63,overcast clouds
616,Burtunay,RU,42.9886,46.6303,29.35,79,68,4.32,broken clouds
617,Baragua,CU,21.6967,-78.6328,89.49,41,1,5.88,clear sky
618,Mosquera,CO,4.7059,-74.2302,59.13,86,100,4.52,light rain
619,Port Blair,IN,11.6667,92.75,79.95,78,78,10.89,broken clouds
620,Berasia,IN,23.6333,77.4333,49.71,89,44,7.43,scattered clouds
621,Miyazu,JP,35.5333,135.1833,39.16,83,18,11.99,few clouds
622,Yakeshi,CN,49.2833,120.7333,-32.42,100,61,3.67,broken clouds
623,Qovlar,AZ,40.948,45.735,25.65,51,54,2.06,broken clouds
624,Aguas Formosas,BR,-17.0822,-40.9358,79.3,82,56,5.06,light rain
625,Portree,GB,57.4129,-6.1942,50.86,92,100,20.42,overcast clouds
626,Bereda,ES,43.2686,-7.5406,57.92,98,92,4.81,overcast clouds
627,Ukiah,US,39.1502,-123.2078,49.84,82,100,1.01,overcast clouds
628,Lake City,US,30.1897,-82.6393,80.65,54,90,9.22,overcast clouds
629,Kemijarvi,FI,66.7131,27.4306,10.11,98,100,3.38,overcast clouds
630,Guarapari,BR,-20.6667,-40.4975,78.89,92,100,4.43,overcast clouds
631,Kolobrzeg,PL,54.1757,15.5834,35.15,90,100,2.68,overcast clouds
632,Ostersund,SE,63.1792,14.6357,7.61,85,79,2.3,broken clouds
633,Tiznit,MA,29.5833,-9.5,66.2,35,12,3.24,few clouds
634,Playa Vicente,MX,17.8333,-95.8167,85.78,42,0,3.51,clear sky
635,Esperantinopolis,BR,-4.8667,-44.7083,80.94,85,87,2.39,overcast clouds
636,Zafra,ES,38.4167,-6.4167,51.58,87,0,3.6,clear sky
637,Husavik,IS,66.0449,-17.3389,24.71,82,100,3.13,overcast clouds
638,Khorramshahr,IR,30.4397,48.1664,53.55,73,98,5.14,overcast clouds
639,Lubao,PH,14.9167,120.55,76.14,87,87,7.07,overcast clouds
640,Yar-Sale,RU,66.8333,70.8333,-19.77,99,97,6.17,overcast clouds
641,Shimoda,JP,34.6667,138.95,48.31,71,38,20.83,scattered clouds
642,Tamandare,BR,-8.7597,-35.1047,81.21,66,0,7.74,clear sky
643,Tupaciguara,BR,-18.5922,-48.705,77.97,67,75,2.73,light rain
644,Asfi,MA,32.2994,-9.2372,64.96,64,0,3.58,clear sky
645,Wynyard,AU,-41.0,145.7167,53.31,64,100,2.89,overcast clouds
646,Kudahuvadhoo,MV,2.6708,72.8944,81.68,71,93,14.79,overcast clouds
647,Baykit,RU,61.67,96.37,3.9,98,100,2.28,light snow
648,Henties Bay,NA,-22.116,14.2845,64.85,91,0,8.68,clear sky
649,Pangoa,PE,-12.1167,-73.0,83.59,62,100,3.11,overcast clouds
650,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.81,76,98,2.46,overcast clouds
651,Bandar-E Anzali,IR,37.4727,49.4622,50.77,85,83,3.31,broken clouds
652,Jales,BR,-20.2689,-50.5458,84.52,58,93,8.48,moderate rain
653,Sao Miguel Do Guama,BR,-1.6267,-47.4833,84.06,67,100,2.46,overcast clouds
654,Altoona,US,40.5187,-78.3947,50.25,90,100,6.87,overcast clouds
655,San Vicente,AR,-26.6167,-54.1333,75.45,65,76,10.07,light rain
656,Worland,US,44.0169,-107.9554,19.58,63,100,1.48,overcast clouds
657,Puerto Escondido,MX,15.85,-97.0667,85.23,51,0,8.72,clear sky
658,Kintampo,GH,8.0563,-1.7306,82.06,18,65,2.01,broken clouds
659,Poduri,RO,46.4667,26.5333,27.48,98,100,1.1,overcast clouds
660,Aksarka,RU,66.5606,67.7975,-35.73,100,79,5.14,broken clouds
661,Kieta,PG,-6.2167,155.6333,80.44,83,100,3.58,light rain
662,Kysyl-Syr,RU,63.8986,122.7617,-44.45,100,65,2.3,broken clouds
663,Gogrial,SS,8.5332,28.1004,79.83,29,61,4.81,broken clouds
664,Karonga,MW,-9.9333,33.9333,80.19,58,47,5.5,scattered clouds
665,Ust-Kuyga,RU,70.0167,135.6,-47.33,99,99,2.68,overcast clouds
666,Aiquile,BO,-18.2041,-65.1807,74.48,47,45,10.69,scattered clouds
667,Sioux City,US,42.5,-96.4003,23.79,54,1,3.0,clear sky
668,Mildura,AU,-34.2,142.15,72.25,32,0,8.86,clear sky
669,Ishigaki,JP,24.3448,124.1572,66.79,77,99,27.63,overcast clouds
670,Spornoye,RU,50.8448,37.2913,19.42,96,100,7.09,overcast clouds
671,Belmonte,BR,-15.8631,-38.8828,81.1,73,61,7.07,broken clouds
672,Kota Kinabalu,MY,5.9749,116.0724,76.98,94,20,1.14,few clouds
673,Mayo,US,38.8876,-76.5119,58.89,76,100,1.99,overcast clouds
674,Santa Maria,BR,-29.6842,-53.8069,93.74,17,100,14.29,overcast clouds
675,Ponferrada,ES,42.5466,-6.5962,53.46,94,59,1.01,broken clouds
676,Veraval,IN,20.9,70.3667,66.09,56,48,13.6,scattered clouds
677,Energeticheskiy,KZ,43.4278,77.0222,19.96,93,40,4.47,fog
678,Tigil,RU,57.8,158.6667,-2.11,100,100,1.7,overcast clouds
679,Kankon,IN,15.0167,74.0167,72.52,72,13,4.83,few clouds
680,Tsiroanomandidy,MG,-18.7667,46.0333,71.33,87,100,1.21,overcast clouds
681,Kwinana,AU,-32.25,115.7667,71.35,83,0,10.96,clear sky
682,Puerto Madryn,AR,-42.7692,-65.0385,91.24,21,88,11.05,overcast clouds
683,Orbetello,IT,42.4408,11.2196,58.24,85,18,2.93,few clouds
684,Zlobin,HR,45.2924,14.6541,40.62,93,0,4.61,clear sky
685,Valparaiso,CL,-33.0393,-71.6273,66.47,71,75,9.17,broken clouds
686,Flin Flon,CA,54.7682,-101.865,-7.42,86,100,6.02,overcast clouds
687,Susanville,US,40.4163,-120.653,32.81,90,75,0.0,broken clouds
688,Bograd,RU,54.2344,90.8328,-0.65,91,100,3.78,overcast clouds
689,Alta,NO,69.9689,23.2717,2.44,85,0,3.44,clear sky
690,Kudat,MY,6.8837,116.8477,77.68,88,100,12.26,overcast clouds
691,Petauke,ZM,-14.2426,31.3253,78.73,39,71,5.06,broken clouds
